"league","season","stage","home_team","away_team","home_team_goal","away_team_goal","result","whh","whd","wha","sjh","sjd","sja","home_bet_avg_prct","draw_bet_avg_prct","away_bet_avg_prct","wh_prediction","sj_prediction","buildupplayspeed_h","buildupplayspeed_a","buildupplayspeedclass_h","buildupplayspeedclass_a","buildupplaydribbling_h","buildupplaydribbling_a","buildupplaypassing_h","buildupplaypassing_a","buildupplaypassingclass_h","buildupplaypassingclass_a","buildupplaypositioningclass_h","buildupplaypositioningclass_a","chancecreationpassing_h","chancecreationpassing_a","chancecreationpassingclass_h","chancecreationpassingclass_a","chancecreationcrossing_h","chancecreationcrossing_a","chancecreationcrossingclass_h","chancecreationcrossingclass_a","chancecreationshooting_h","chancecreationshooting_a","chancecreationshootingclass_h","chancecreationshootingclass_a","chancecreationpositioningclass_h","chancecreationpositioningclass_a","defencepressure_h","defencepressure_a","defencepressureclass_h","defencepressureclass_a","defenceaggression_h","defenceaggression_a","defenceaggressionclass_h","defenceaggressionclass_a","defenceteamwidth_h","defenceteamwidth_a","defenceteamwidthclass_h","defenceteamwidthclass_a","defencedefenderlineclass_h","defencedefenderlineclass_a","player_1","age_player_1","height_player_1","weight_player_1*0.45","player_2","age_player_2","height_player_2","weight_player_2*0.45","home_player_3","age_player_3","height_player_3","weight_player_3*0.45","home_player_4","age_player_4","height_player_4","weight_player_4*0.45","home_player_5","age_player_5","height_player_5","weight_player_5*0.45","home_player_6","age_player_6","height_player_6","weight_player_6*0.45","home_player_7","age_player_7","height_player_7","weight_player_7*0.45","home_player_8","age_player_8","height_player_8","weight_player_8*0.45","home_player_9","age_player_9","height_player_9","weight_player_9*0.45","home_player_10","age_player_10","height_player_10","weight_player_10*0.45","home_player_11","age_player_11","height_player_11","weight_player_11*0.45","player_1_a","age_player_1_a","height_player_1_a","weight_player_1_a*0.45","player_2_a","age_player_2_a","height_player_2_a","weight_player_2_a*0.45","home_player_3_a","age_player_3_a","height_player_3_a","weight_player_3_a*0.45","home_player_4_a","age_player_4_a","height_player_4_a","weight_player_4_a*0.45","home_player_5_a","age_player_5_a","height_player_5_a","weight_player_5_a*0.45","home_player_6_a","age_player_6_a","height_player_6_a","weight_player_6_a*0.45","home_player_7_a","age_player_7_a","height_player_7_a","weight_player_7_a*0.45","home_player_8_a","age_player_8_a","height_player_8_a","weight_player_8_a*0.45","home_player_9_a","age_player_9_a","height_player_9_a","weight_player_9_a*0.45","home_player_10_a","age_player_10_a","height_player_10_a","weight_player_10_a*0.45","home_player_11_a","age_player_11_a","height_player_11_a","weight_player_11_a*0.45"
England Premier League,"2012/2013",11,Arsenal,Fulham,3,3,draw,1.57,3.5,7,1.5,4.33,6.25,65.15,25.54,15.09,home,home,59,52,Balanced,Balanced,51,34,30,48,Short,Mixed,Organised,Organised,28,39,Safe,Normal,44,54,Normal,Normal,46,59,Normal,Normal,Free Form,Organised,51,29,Medium,Deep,44,30,Press,Contain,52,39,Normal,Normal,Cover,Cover,Vito Mannone,24,187.96,79.2,Bacary Sagna,29,175.26,71.55,Laurent Koscielny,27,185.42,74.25,Per Mertesacker,28,198.12,89.10000000000001,Thomas Vermaelen,27,182.88,79.2,Francis Coquelin,21,177.8,73.35000000000001,Mikel Arteta,30,175.26,63.45,Theo Walcott,23,175.26,67.5,Santi Cazorla,28,167.64,65.7,Lukas Podolski,27,182.88,82.35000000000001,Olivier Giroud,26,193.04,87.3,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Aaron Hughes,33,182.88,69.3,Brede Hangeland,31,195.58,91.35000000000001,John Arne Riise,32,187.96,81.45,Ashkan Dejagah,26,180.34,77.4,Chris Baird,30,180.34,73.35000000000001,Steve Sidwell,30,177.8,79.2,Kieran Richardson,28,175.26,68.4,Bryan Ruiz,27,187.96,77.4,Dimitar Berbatov,31,187.96,74.25
England Premier League,"2012/2013",11,Aston Villa,Manchester United,2,3,away win,7,4,1.5,6.5,4.33,1.5,14.81,24.01,66.67,away,away,63,38,Balanced,Balanced,37,42,54,44,Mixed,Mixed,Organised,Organised,60,49,Normal,Normal,48,44,Normal,Normal,38,40,Normal,Normal,Organised,Organised,35,54,Medium,Medium,44,53,Press,Press,54,56,Normal,Normal,Cover,Cover,Brad Guzan,28,193.04,94.05,Matthew Lowton,23,180.34,77.4,Ron Vlaar,27,187.96,78.3,Ciaran Clark,23,187.96,75.60000000000001,Enda Stevens,22,182.88,77.4,Ashley R. Westwood,22,170.18,66.60000000000001,Stephen Ireland,26,172.72,65.7,Barry Bannan,23,170.18,60.300000000000004,Andreas Weimann,21,177.8,75.60000000000001,Christian Benteke,22,190.5,82.35000000000001,Gabriel Agbonlahor,26,180.34,78.3,David De Gea,22,193.04,81.45,Rafael,22,175.26,68.4,Chris Smalling,23,193.04,89.10000000000001,Rio Ferdinand,34,193.04,85.5,Patrice Evra,31,175.26,73.35000000000001,Michael Carrick,31,187.96,73.35000000000001,Paul Scholes,38,170.18,70.65,Antonio Valencia,27,180.34,77.4,Wayne Rooney,27,175.26,82.35000000000001,Ashley Young,27,175.26,64.35000000000001,Robin van Persie,29,187.96,70.65
England Premier League,"2012/2013",11,Chelsea,Liverpool,1,1,draw,2,3.2,4,1.95,3.6,3.8,50.63,29.41,25.64,no prediction,no prediction,67,66,Fast,Balanced,41,60,36,45,Mixed,Mixed,Organised,Organised,41,34,Normal,Normal,34,34,Normal,Normal,44,46,Normal,Normal,Organised,Organised,39,51,Medium,Medium,41,52,Press,Press,46,61,Normal,Normal,Cover,Cover,Petr Cech,30,195.58,89.10000000000001,Cesar Azpilicueta,23,177.8,74.25,Branislav Ivanovic,28,185.42,90.45,John Terry,32,187.96,89.10000000000001,Ryan Bertrand,23,177.8,84.15,John Obi Mikel,25,187.96,82.35000000000001,Ramires,25,180.34,69.3,Eden Hazard,21,172.72,73.35000000000001,Oscar,21,177.8,66.60000000000001,Juan Mata,24,170.18,62.550000000000004,Fernando Torres,28,185.42,77.4,Bradley Jones,30,190.5,75.60000000000001,Andre Wisdom,19,185.42,77.4,Jamie Carragher,34,185.42,82.35000000000001,Daniel Agger,28,190.5,83.25,Glen Johnson,28,182.88,69.3,Joe Allen,22,167.64,61.65,Steven Gerrard,32,182.88,82.35000000000001,Raheem Sterling,18,170.18,68.4,Nuri Sahin,24,180.34,72.45,Jose Enrique,26,182.88,75.60000000000001,Luis Suarez,25,182.88,84.15
England Premier League,"2012/2013",11,Everton,Sunderland,2,1,home win,1.5,3.75,7.5,1.44,4,8,68.03,25.81,12.9,home,home,43,43,Balanced,Balanced,45,43,40,51,Mixed,Mixed,Organised,Organised,39,59,Normal,Normal,33,50,Little,Normal,63,55,Normal,Normal,Organised,Organised,52,47,Medium,Medium,58,45,Press,Press,59,49,Normal,Normal,Cover,Cover,Tim Howard,33,190.5,87.3,Seamus Coleman,24,177.8,76.5,Johnny Heitinga,29,180.34,76.5,Phil Jagielka,30,182.88,82.35000000000001,Leighton Baines,28,170.18,69.3,Kevin Mirallas,25,182.88,69.3,Leon Osman,31,172.72,63.45,Philip Neville,35,180.34,75.60000000000001,Steven Pienaar,30,170.18,65.7,Marouane Fellaini,25,193.04,84.15,Nikica Jelavic,27,187.96,83.25,Simon Mignolet,24,193.04,86.4,Craig Gardner,26,175.26,80.55,John O'Shea,31,190.5,83.25,Carlos Cuellar,31,190.5,83.25,Danny Rose,22,172.72,71.55,Adam Johnson,25,175.26,62.550000000000004,Sebastian Larsson,27,177.8,69.3,Jack Colback,23,175.26,69.3,James McClean,23,180.34,69.3,Stephane Sessegnon,28,167.64,74.25,Steven Fletcher,25,185.42,75.60000000000001
England Premier League,"2012/2013",11,Manchester City,Tottenham Hotspur,2,1,home win,1.62,3.75,5.5,1.57,4,5.8,62.7,25.81,17.7,home,home,59,47,Balanced,Balanced,35,46,29,40,Short,Mixed,Free Form,Organised,38,41,Normal,Normal,36,41,Normal,Normal,24,63,Little,Normal,Free Form,Organised,48,63,Medium,Medium,47,54,Press,Press,54,56,Normal,Normal,Cover,Cover,Joe Hart,25,195.58,90.45,Pablo Zabaleta,27,177.8,75.60000000000001,Vincent Kompany,26,193.04,84.15,Matija Nastasic,19,187.96,82.35000000000001,Gael Clichy,27,175.26,64.35000000000001,Yaya Toure,29,187.96,89.10000000000001,Gareth Barry,31,182.88,78.3,David Silva,26,170.18,66.60000000000001,Carlos Tevez,28,172.72,70.65,Aleksandar Kolarov,27,187.96,82.35000000000001,Sergio Aguero,24,172.72,73.35000000000001,Brad Friedel,41,187.96,91.35000000000001,Kyle Walker,22,177.8,69.3,William Gallas,35,182.88,82.35000000000001,Steven Caulker,21,190.5,76.5,Jan Vertonghen,25,187.96,85.5,Sandro,23,187.96,74.25,Tom Huddlestone,26,187.96,79.2,Aaron Lennon,25,165.1,62.550000000000004,Clint Dempsey,29,185.42,83.25,Gareth Bale,23,182.88,73.35000000000001,Emmanuel Adebayor,28,190.5,81.45
England Premier League,"2012/2013",11,Newcastle United,West Ham United,0,1,away win,2.05,3.1,4,2,3.5,3.75,49.38,30.3,25.81,no prediction,no prediction,58,77,Balanced,Fast,45,37,49,57,Mixed,Mixed,Organised,Organised,47,68,Normal,Risky,54,73,Normal,Lots,46,29,Normal,Little,Organised,Organised,41,30,Medium,Deep,39,37,Press,Press,51,41,Normal,Normal,Cover,Cover,Tim Krul,24,193.04,81.45,Danny Simpson,25,177.8,76.5,Steven Taylor,26,185.42,90.45,Mike Williamson,29,193.04,91.35000000000001,Davide Santon,21,185.42,82.35000000000001,Hatem Ben Arfa,25,177.8,73.35000000000001,Yohan Cabaye,26,175.26,70.65,Jonas Gutierrez,29,182.88,72.45,Shane Ferguson,21,175.26,65.7,Papiss Cisse,27,182.88,72.45,Demba Ba,27,187.96,84.15,Jussi Jaaskelainen,37,190.5,79.2,Joey O'Brien,26,180.34,69.3,Winston Reid,24,190.5,86.4,James Tomkins,23,190.5,73.35000000000001,George McCartney,31,182.88,75.60000000000001,Yossi Benayoun,32,177.8,69.3,Mohamed Diame,25,185.42,79.2,Mark Noble,25,180.34,75.60000000000001,Matt Jarvis,26,170.18,71.55,Kevin Nolan,30,182.88,87.3,Andy Carroll,23,190.5,78.3
England Premier League,"2012/2013",11,Reading,Norwich City,0,0,draw,2.3,3.1,3.3,2.2,3.5,3.2,44.44,30.3,30.77,no prediction,no prediction,44,45,Balanced,Balanced,36,38,64,55,Mixed,Mixed,Organised,Organised,62,46,Normal,Normal,65,54,Normal,Normal,42,47,Normal,Normal,Organised,Organised,51,38,Medium,Medium,47,39,Press,Press,52,51,Normal,Normal,Cover,Cover,Adam Federici,27,187.96,89.10000000000001,Chris Gunter,23,180.34,70.65,Sean Morrison,21,193.04,83.25,Kaspars Gorkss,31,190.5,84.15,Nicky Shorey,31,175.26,66.60000000000001,Garath McCleary,25,182.88,75.60000000000001,Mikele Leigertwood,30,187.96,77.4,Jay Tabb,28,170.18,63.45,Jobi McAnuff,31,177.8,72.45,Jason Roberts,34,185.42,91.35000000000001,Noel Hunt,30,172.72,73.35000000000001,John Ruddy,26,193.04,95.4,Steven Whittaker,28,185.42,86.4,Michael Turner,29,193.04,89.10000000000001,Sebastien Bassong,26,187.96,72.45,Javier Garrido,27,177.8,75.60000000000001,Robert Snodgrass,25,182.88,76.5,Alexander Tettey,26,180.34,67.5,Bradley Johnson,25,177.8,67.5,Anthony Pilkington,24,180.34,80.55,Wesley Hoolahan,30,167.64,70.65,Grant Holt,31,182.88,78.3
England Premier League,"2012/2013",11,Southampton,Swansea City,1,1,draw,2.5,3.2,2.88,2.4,3.5,2.88,40.82,29.85,34.72,no prediction,no prediction,52,45,Balanced,Balanced,31,44,46,42,Mixed,Mixed,Organised,Organised,42,34,Normal,Normal,54,36,Normal,Normal,30,55,Little,Normal,Organised,Free Form,50,31,Medium,Deep,65,47,Press,Press,44,42,Normal,Normal,Cover,Cover,Paulo Gazzaniga,20,195.58,89.10000000000001,Nathaniel Clyne,21,175.26,66.60000000000001,Maya Yoshida,24,187.96,77.4,Jose Fonte,29,187.96,80.55,Luke Shaw,17,185.42,74.25,Jason Puncheon,26,172.72,70.65,Jack Cork,23,185.42,68.4,Morgan Schneiderlin,23,180.34,74.25,Adam Lallana,24,172.72,72.45,Rickie Lambert,30,187.96,76.5,Gaston Ramirez,22,182.88,77.4,Gerhard Tremmel,34,190.5,85.5,Angel Rangel,30,180.34,81.45,Garry Monk,33,182.88,80.55,Ashley Williams,28,182.88,90.45,Ben Davies,19,180.34,70.65,Sung-Yueng Ki,23,185.42,74.25,Leon Britton,30,167.64,64.35000000000001,Jonathan De Guzman,25,172.72,69.3,Pablo Hernandez,27,172.72,71.55,Michu,26,185.42,79.2,Wayne Routledge,27,170.18,76.5
England Premier League,"2012/2013",11,Stoke City,Queens Park Rangers,1,0,home win,2,3.2,4,1.91,3.5,4,51.15,29.85,25.0,no prediction,no prediction,48,30,Balanced,Slow,41,39,49,61,Mixed,Mixed,Organised,Organised,51,53,Normal,Normal,59,53,Normal,Normal,49,60,Normal,Normal,Organised,Organised,44,50,Medium,Medium,37,44,Press,Press,51,54,Normal,Normal,Cover,Cover,Asmir Begovic,25,200.66,82.35000000000001,Geoff Cameron,27,190.5,83.25,Robert Huth,28,190.5,87.3,Ryan Shawcross,25,190.5,75.60000000000001,Andy Wilkinson,28,180.34,68.4,Steven Nzonzi,24,190.5,74.25,Glenn Whelan,28,180.34,79.2,Jonathan Walters,29,182.88,78.3,Charlie Adam,27,185.42,81.45,Matthew Etherington,31,177.8,63.45,Peter Crouch,31,200.66,83.25,Julio Cesar,33,185.42,78.3,Jose Bosingwa,30,182.88,69.3,Anton Ferdinand,27,182.88,70.65,Ryan Nelsen,35,182.88,89.10000000000001,Armand Traore,23,182.88,81.45,Esteban Granero,25,180.34,74.25,Samba Diakite,23,185.42,75.60000000000001,Alejandro Faurlin,26,185.42,78.3,Junior Hoilett,22,172.72,69.3,Adel Taarabt,23,180.34,77.4,Djibril Cisse,31,182.88,84.15
England Premier League,"2012/2013",11,Wigan Athletic,West Bromwich Albion,1,2,away win,2.4,3.1,3.1,2.3,3.4,3,42.55,30.77,32.79,no prediction,no prediction,51,62,Balanced,Balanced,37,32,56,51,Mixed,Mixed,Organised,Organised,52,53,Normal,Normal,59,50,Normal,Normal,40,60,Normal,Normal,Organised,Organised,62,41,Medium,Medium,48,40,Press,Press,44,49,Normal,Normal,Cover,Cover,Ali Al-Habsi,31,193.04,78.3,Ivan Ramis,28,187.96,81.45,Gary Caldwell,30,180.34,73.35000000000001,Maynor Figueroa,29,180.34,84.15,Emmerson Boyce,33,182.88,70.65,James McCarthy,22,180.34,71.55,Ben Watson,27,177.8,68.4,Jean Beausejour,28,177.8,82.35000000000001,Arouna Kone,29,182.88,80.55,Franco Di Santo,23,193.04,87.3,Shaun Maloney,29,170.18,68.4,Boaz Myhill,30,190.5,91.35000000000001,Billy Jones,25,180.34,76.5,Gareth McAuley,33,195.58,88.2,Jonas Olsson,29,193.04,83.25,Liam Ridgewell,28,187.96,78.3,Youssuf Mulumbu,25,177.8,75.60000000000001,Claudio Yacob,25,180.34,72.45,Romelu Lukaku,19,190.5,93.15,James Morrison,26,177.8,63.45,Chris Brunt,28,187.96,84.15,Shane Long,25,180.34,80.55
England Premier League,"2012/2013",12,Arsenal,Tottenham Hotspur,5,2,home win,1.95,3.4,4,1.95,3.75,3.8,51.28,27.97,25.64,no prediction,no prediction,59,47,Balanced,Balanced,51,46,30,40,Short,Mixed,Organised,Organised,28,41,Safe,Normal,44,41,Normal,Normal,46,63,Normal,Normal,Free Form,Organised,51,63,Medium,Medium,44,54,Press,Press,52,56,Normal,Normal,Cover,Cover,Wojciech Szczesny,22,195.58,83.25,Bacary Sagna,29,175.26,71.55,Per Mertesacker,28,198.12,89.10000000000001,Laurent Koscielny,27,185.42,74.25,Thomas Vermaelen,27,182.88,79.2,Mikel Arteta,30,175.26,63.45,Jack Wilshere,20,172.72,67.5,Theo Walcott,23,175.26,67.5,Santi Cazorla,28,167.64,65.7,Lukas Podolski,27,182.88,82.35000000000001,Olivier Giroud,26,193.04,87.3,Hugo Lloris,26,187.96,77.4,Kyle Walker,22,177.8,69.3,William Gallas,35,182.88,82.35000000000001,Jan Vertonghen,25,187.96,85.5,Kyle Naughton,24,180.34,72.45,Aaron Lennon,25,165.1,62.550000000000004,Tom Huddlestone,26,187.96,79.2,Sandro,23,187.96,74.25,Gareth Bale,23,182.88,73.35000000000001,Jermain Defoe,30,170.18,69.3,Emmanuel Adebayor,28,190.5,81.45
England Premier League,"2012/2013",12,Fulham,Sunderland,1,3,away win,1.73,3.6,5,1.73,3.8,4.8,57.8,27.03,20.41,home,home,52,43,Balanced,Balanced,34,43,48,51,Mixed,Mixed,Organised,Organised,39,59,Normal,Normal,54,50,Normal,Normal,59,55,Normal,Normal,Organised,Organised,29,47,Deep,Medium,30,45,Contain,Press,39,49,Normal,Normal,Cover,Cover,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Aaron Hughes,33,182.88,69.3,Brede Hangeland,31,195.58,91.35000000000001,John Arne Riise,32,187.96,81.45,Damien Duff,33,177.8,74.25,Steve Sidwell,30,177.8,79.2,Georgios Karagounis,35,175.26,73.35000000000001,Alex Kacaniklic,21,180.34,71.55,Bryan Ruiz,27,187.96,77.4,Dimitar Berbatov,31,187.96,74.25,Simon Mignolet,24,193.04,86.4,Phil Bardsley,27,180.34,73.35000000000001,Carlos Cuellar,31,190.5,83.25,John O'Shea,31,190.5,83.25,Danny Rose,22,172.72,71.55,Adam Johnson,25,175.26,62.550000000000004,Lee Cattermole,24,177.8,75.60000000000001,Jack Colback,23,175.26,69.3,Sebastian Larsson,27,177.8,69.3,Stephane Sessegnon,28,167.64,74.25,Steven Fletcher,25,185.42,75.60000000000001
England Premier League,"2012/2013",12,Liverpool,Wigan Athletic,3,0,home win,1.44,4.33,7.5,1.44,4.5,7,69.44,22.65,13.79,home,home,66,51,Balanced,Balanced,60,37,45,56,Mixed,Mixed,Organised,Organised,34,52,Normal,Normal,34,59,Normal,Normal,46,40,Normal,Normal,Organised,Organised,51,62,Medium,Medium,52,48,Press,Press,61,44,Normal,Normal,Cover,Cover,Pepe Reina,30,187.96,91.35000000000001,Andre Wisdom,19,185.42,77.4,Martin Skrtel,28,190.5,80.55,Daniel Agger,28,190.5,83.25,Glen Johnson,28,182.88,69.3,Steven Gerrard,32,182.88,82.35000000000001,Joe Allen,22,167.64,61.65,Jose Enrique,26,182.88,75.60000000000001,Raheem Sterling,18,170.18,68.4,Luis Suarez,25,182.88,84.15,Suso,19,175.26,69.3,Ali Al-Habsi,31,193.04,78.3,Ivan Ramis,28,187.96,81.45,Gary Caldwell,30,180.34,73.35000000000001,Maynor Figueroa,29,180.34,84.15,Emmerson Boyce,33,182.88,70.65,James McCarthy,22,180.34,71.55,Ben Watson,27,177.8,68.4,Jean Beausejour,28,177.8,82.35000000000001,Arouna Kone,29,182.88,80.55,Franco Di Santo,23,193.04,87.3,Shaun Maloney,29,170.18,68.4
England Premier League,"2012/2013",12,Manchester City,Aston Villa,5,0,home win,1.22,6,13,1.2,6.5,15,82.64,16.0,7.0,home,home,59,63,Balanced,Balanced,35,37,29,54,Short,Mixed,Free Form,Organised,38,60,Normal,Normal,36,48,Normal,Normal,24,38,Little,Normal,Free Form,Organised,48,35,Medium,Medium,47,44,Press,Press,54,54,Normal,Normal,Cover,Cover,Joe Hart,25,195.58,90.45,Maicon,31,182.88,76.5,Vincent Kompany,26,193.04,84.15,Matija Nastasic,19,187.96,82.35000000000001,Gael Clichy,27,175.26,64.35000000000001,Yaya Toure,29,187.96,89.10000000000001,Gareth Barry,31,182.88,78.3,Samir Nasri,25,175.26,74.25,Carlos Tevez,28,172.72,70.65,David Silva,26,170.18,66.60000000000001,Sergio Aguero,24,172.72,73.35000000000001,Brad Guzan,28,193.04,94.05,Matthew Lowton,23,180.34,77.4,Ron Vlaar,27,187.96,78.3,Ciaran Clark,23,187.96,75.60000000000001,Enda Stevens,22,182.88,77.4,Barry Bannan,23,170.18,60.300000000000004,Ashley R. Westwood,22,170.18,66.60000000000001,Gabriel Agbonlahor,26,180.34,78.3,Stephen Ireland,26,172.72,65.7,Andreas Weimann,21,177.8,75.60000000000001,Christian Benteke,22,190.5,82.35000000000001
England Premier League,"2012/2013",12,Newcastle United,Swansea City,1,2,away win,1.95,3.4,4,1.91,3.6,4,51.81,28.57,25.0,no prediction,no prediction,58,45,Balanced,Balanced,45,44,49,42,Mixed,Mixed,Organised,Organised,47,34,Normal,Normal,54,36,Normal,Normal,46,55,Normal,Normal,Organised,Free Form,41,31,Medium,Deep,39,47,Press,Press,51,42,Normal,Normal,Cover,Cover,Tim Krul,24,193.04,81.45,Danny Simpson,25,177.8,76.5,Steven Taylor,26,185.42,90.45,Mike Williamson,29,193.04,91.35000000000001,Davide Santon,21,185.42,82.35000000000001,Hatem Ben Arfa,25,177.8,73.35000000000001,Vurnon Anita,23,167.64,64.35000000000001,Cheik Tiote,26,180.34,85.5,Shane Ferguson,21,175.26,65.7,Demba Ba,27,187.96,84.15,Sammy Ameobi,20,193.04,77.4,Gerhard Tremmel,34,190.5,85.5,Angel Rangel,30,180.34,81.45,Ashley Williams,28,182.88,90.45,Garry Monk,33,182.88,80.55,Ben Davies,19,180.34,70.65,Jonathan De Guzman,25,172.72,69.3,Leon Britton,30,167.64,64.35000000000001,Nathan Dyer,25,167.64,61.65,Michu,26,185.42,79.2,Pablo Hernandez,27,172.72,71.55,Itay Shechter,25,177.8,76.5
England Premier League,"2012/2013",12,Norwich City,Manchester United,1,0,home win,8,4.5,1.4,7,4.5,1.44,14.0,22.22,70.42,away,away,45,38,Balanced,Balanced,38,42,55,44,Mixed,Mixed,Organised,Organised,46,49,Normal,Normal,54,44,Normal,Normal,47,40,Normal,Normal,Organised,Organised,38,54,Medium,Medium,39,53,Press,Press,51,56,Normal,Normal,Cover,Cover,John Ruddy,26,193.04,95.4,Steven Whittaker,28,185.42,86.4,Sebastien Bassong,26,187.96,72.45,Michael Turner,29,193.04,89.10000000000001,Javier Garrido,27,177.8,75.60000000000001,Robert Snodgrass,25,182.88,76.5,Bradley Johnson,25,177.8,67.5,Alexander Tettey,26,180.34,67.5,Anthony Pilkington,24,180.34,80.55,Wesley Hoolahan,30,167.64,70.65,Grant Holt,31,182.88,78.3,Anders Lindegaard,28,193.04,78.3,Rafael,22,175.26,68.4,Rio Ferdinand,34,193.04,85.5,Chris Smalling,23,193.04,89.10000000000001,Patrice Evra,31,175.26,73.35000000000001,Antonio Valencia,27,180.34,77.4,Michael Carrick,31,187.96,73.35000000000001,Ryan Giggs,39,177.8,70.65,Ashley Young,27,175.26,64.35000000000001,Robin van Persie,29,187.96,70.65,Javier Hernandez,24,175.26,72.45
England Premier League,"2012/2013",12,Queens Park Rangers,Southampton,1,3,away win,1.95,3.4,4,1.91,3.6,4,51.81,28.57,25.0,no prediction,no prediction,30,52,Slow,Balanced,39,31,61,46,Mixed,Mixed,Organised,Organised,53,42,Normal,Normal,53,54,Normal,Normal,60,30,Normal,Little,Organised,Organised,50,50,Medium,Medium,44,65,Press,Press,54,44,Normal,Normal,Cover,Cover,Julio Cesar,33,185.42,78.3,Jose Bosingwa,30,182.88,69.3,Anton Ferdinand,27,182.88,70.65,Ryan Nelsen,35,182.88,89.10000000000001,Armand Traore,23,182.88,81.45,Alejandro Faurlin,26,185.42,78.3,Esteban Granero,25,180.34,74.25,Adel Taarabt,23,180.34,77.4,Samba Diakite,23,185.42,75.60000000000001,Junior Hoilett,22,172.72,69.3,Djibril Cisse,31,182.88,84.15,Paulo Gazzaniga,20,195.58,89.10000000000001,Nathaniel Clyne,21,175.26,66.60000000000001,Jose Fonte,29,187.96,80.55,Maya Yoshida,24,187.96,77.4,Luke Shaw,17,185.42,74.25,Adam Lallana,24,172.72,72.45,Morgan Schneiderlin,23,180.34,74.25,Jack Cork,23,185.42,68.4,Jason Puncheon,26,172.72,70.65,Gaston Ramirez,22,182.88,77.4,Rickie Lambert,30,187.96,76.5
England Premier League,"2012/2013",12,Reading,Everton,2,1,home win,4.5,3.4,1.83,4,3.8,1.83,23.53,27.78,54.64,away,away,44,43,Balanced,Balanced,36,45,64,40,Mixed,Mixed,Organised,Organised,62,39,Normal,Normal,65,33,Normal,Little,42,63,Normal,Normal,Organised,Organised,51,52,Medium,Medium,47,58,Press,Press,52,59,Normal,Normal,Cover,Cover,Adam Federici,27,187.96,89.10000000000001,Chris Gunter,23,180.34,70.65,Sean Morrison,21,193.04,83.25,Kaspars Gorkss,31,190.5,84.15,Nicky Shorey,31,175.26,66.60000000000001,Jobi McAnuff,31,177.8,72.45,Mikele Leigertwood,30,187.96,77.4,Jay Tabb,28,170.18,63.45,Hal Robson-Kanu,23,182.88,82.35000000000001,Jason Roberts,34,185.42,91.35000000000001,Adam Le Fondre,26,175.26,72.45,Tim Howard,33,190.5,87.3,Seamus Coleman,24,177.8,76.5,Johnny Heitinga,29,180.34,76.5,Phil Jagielka,30,182.88,82.35000000000001,Leighton Baines,28,170.18,69.3,Steven Naismith,26,177.8,71.55,Leon Osman,31,172.72,63.45,Marouane Fellaini,25,193.04,84.15,Thomas Hitzlsperger,30,182.88,81.45,Steven Pienaar,30,170.18,65.7,Nikica Jelavic,27,187.96,83.25
England Premier League,"2012/2013",12,West Bromwich Albion,Chelsea,2,1,home win,4,3.3,1.95,4,3.75,1.9,25.0,28.37,51.95,no prediction,away,62,67,Balanced,Fast,32,41,51,36,Mixed,Mixed,Organised,Organised,53,41,Normal,Normal,50,34,Normal,Normal,60,44,Normal,Normal,Organised,Organised,41,39,Medium,Medium,40,41,Press,Press,49,46,Normal,Normal,Cover,Cover,Boaz Myhill,30,190.5,91.35000000000001,Billy Jones,25,180.34,76.5,Gabriel Tamas,29,187.96,78.3,Jonas Olsson,29,193.04,83.25,Liam Ridgewell,28,187.96,78.3,James Morrison,26,177.8,63.45,Claudio Yacob,25,180.34,72.45,Youssuf Mulumbu,25,177.8,75.60000000000001,Zoltan Gera,33,182.88,74.25,Shane Long,25,180.34,80.55,Peter Odemwingie,31,182.88,73.35000000000001,Petr Cech,30,195.58,89.10000000000001,Cesar Azpilicueta,23,177.8,74.25,David Luiz,25,187.96,83.25,Gary Cahill,27,193.04,85.5,Ryan Bertrand,23,177.8,84.15,Oriol Romeu,21,182.88,82.35000000000001,John Obi Mikel,25,187.96,82.35000000000001,Eden Hazard,21,172.72,73.35000000000001,Daniel Sturridge,23,187.96,75.60000000000001,Fernando Torres,28,185.42,77.4,Victor Moses,22,177.8,84.15
